half_spread,taker_fee_rate,unit_trades,unit_weeks,unit_return_on_deployed,unit_weekly_sharpe,unit_weekly_sortino,unit_information_ratio,compound_trades,compound_return,compound_annualized_return,compound_max_drawdown,compound_weekly_sharpe,compound_weekly_sortino,compound_calmar
0.01,0.0,329,21,0.16463044107080277,1.3485248209304113,2.869928523607349,1.3266346969722695,238,1.9473264618585735,1.649394226252984,-0.1292456943496939,2.2778315582458526,11.087513271665765,12.761695734252443
0.01,0.005,329,21,0.15883625977194318,1.3109689344304976,2.7900021416657115,1.3266346969722698,238,1.8818027044744894,1.5962423780703854,-0.13107687577356875,2.251979815766958,10.407914869369842,12.177909861292733
0.01,0.01,329,21,0.15309944660475522,1.2734130479305823,2.7100757597240697,1.3266346969722702,239,1.8181328925331917,1.5444801699032782,-0.13289034311979653,2.2257930941543314,10.437642675519182,11.62221523132781
0.01,0.015,329,21,0.14741915376433787,1.2358571614306686,2.630149377782432,1.3266346969722698,242,1.7562539190200734,1.4940632886077698,-0.1346863525799269,2.1992686514841924,9.801442173541975,11.092907781589439
0.01,0.02,329,21,0.14179455006941447,1.1983012749307536,2.5502229958407914,1.3266346969722695,238,1.6961051737774704,1.4449490786042496,-0.13646515542185167,2.17240382889992,9.626903792024079,10.588410456409264
0.01,0.03,329,21,0.13070916608815802,1.1231895019309246,2.390370231957513,1.3266346969722695,240,1.5807677443784005,1.3504659161841706,-0.14010338345374473,2.117642860407722,9.045388358975728,9.63906711524942
0.01,0.05,329,21,0.1091718486388597,0.9729659559312663,2.0706647041909556,1.32663469697227,239,1.368122093865876,1.175159009222431,-0.14976926967247406,2.0036543686307535,8.108010118209496,7.846462841091174
