date,open,high,low,close,volume
2025-09-02,75.92,76.23,73.63,74.62,4884963
2025-09-03,74.27,74.53,73.6,73.87,3395016
2025-09-04,74.05,74.52,73.585,74.38,2506233
2025-09-05,74.01,74.14,70.63,72.63,4956311
2025-09-08,73.19,73.53,71.07,71.36,3914102
2025-09-09,71.9,72.6,71.611,71.84,3491002
2025-09-10,71.84,73.37,71.73,73.35,3403126
2025-09-11,72.52,73.49,72.3582,73.3,2436617
2025-09-12,73.78,73.8702,73.05,73.05,2452308
2025-09-15,73.46,73.49,72.53,72.61,2887517
2025-09-16,73.06,73.31,72.31,72.58,2645399
2025-09-17,72.41,73.77,72.31,72.86,2723805
2025-09-18,73.7,74.34,73.3,73.58,3301530
2025-09-19,73.68,73.73,71.02,71.55,8657081
2025-09-22,71.28,72.34,70.94,71.62,3827906
2025-09-23,72.0,73.425,71.8,72.6,3920825
2025-09-24,73.04,74.36,72.81,73.67,3418816
2025-09-25,73.35,74.009,73.05,73.44,3329481
2025-09-26,73.61,75.25,73.56,73.89,3983367
2025-09-29,74.09,74.125,71.995,73.1,4411029
2025-09-30,72.14,73.211,71.795,72.97,6809332
2025-10-01,72.65,73.09,71.82,72.98,4859535
2025-10-02,72.99,73.61,72.15,72.47,3696659
2025-10-03,72.53,73.415,72.31,72.89,3141985
2025-10-06,73.14,73.4355,72.41,72.73,3093402
2025-10-07,72.74,72.91,71.66,72.45,2926328
2025-10-08,72.3,72.66,71.05,72.38,3658486
2025-10-09,72.5,73.26,71.08,71.25,2888917
2025-10-10,71.0,72.0,69.08,69.09,3636275
2025-10-13,69.57,70.035,69.05,69.57,2887567
2025-10-14,68.65,69.95,68.25,69.58,3147456
2025-10-15,70.01,70.6399,68.83,68.92,2970905
2025-10-16,69.03,69.1,67.09,67.22,4266885
2025-10-17,67.15,68.11,66.5632,68.09,4025165
2025-10-20,68.41,68.94,67.86,68.53,2604167
2025-10-21,68.75,69.27,68.11,68.95,3041652
2025-10-22,69.48,69.81,68.44,69.59,3542946
2025-10-23,71.1,71.175,69.245,69.76,5126257
2025-10-24,70.16,70.16,68.4,68.61,3290428
2025-10-27,68.91,69.35,68.43,69.29,3320543
2025-10-28,69.08,69.3499,68.05,69.1,4593598
2025-10-29,69.95,70.41,67.03,67.2,6515532
2025-10-30,67.17,67.79,66.35,66.72,4247875
2025-10-31,66.55,67.64,65.89,67.0,6249363
2025-11-03,66.0,66.49,64.28,65.36,5366718
2025-11-04,64.97,65.04,64.02,64.31,4355002
2025-11-05,64.32,66.845,64.14,66.27,6055575
2025-11-06,67.11,68.11,67.09,67.81,4284853
2025-11-07,68.0,68.31,67.17,68.12,2804514
2025-11-10,68.41,68.845,66.9301,67.9,3272038
2025-11-11,68.36,69.47,68.1028,69.09,3818324
2025-11-12,69.1,69.78,68.54,68.9,3879076
2025-11-13,69.11,70.0,68.89,69.44,4272312
2025-11-14,69.74,70.88,68.9,70.49,5543775
2025-11-17,70.02,70.165,68.415,68.86,5316826
2025-11-18,68.73,70.4565,68.6,69.43,4401081
2025-11-19,68.8,69.84,68.2,69.45,3899322
