date,open,high,low,close,volume
2025-09-02,40.025,40.86,39.56,40.78,29924320
2025-09-03,40.9,40.9799,39.7735,40.1,20472790
2025-09-04,40.28,40.8,39.75,40.7,22479420
2025-09-05,40.985,41.18,39.74,40.41,21771670
2025-09-08,40.895,41.12,39.89,40.04,19033320
2025-09-09,40.24,43.0,40.165,42.92,37458970
2025-09-10,44.0,45.57,43.333,43.91,40876010
2025-09-11,44.29,44.51,43.46,43.95,24437710
2025-09-12,46.56,47.0,44.63,45.0,38138270
2025-09-15,45.23,45.77,44.2,45.38,22441790
2025-09-16,45.545,45.82,44.5,44.91,18139180
2025-09-17,44.595,45.4,43.69,44.9,22589250
2025-09-18,45.42,46.33,44.54,45.94,26315800
2025-09-19,46.0,46.52,45.445,45.81,28688360
2025-09-22,45.395,48.53,45.17,46.87,39930640
2025-09-23,47.39,47.7,45.86,46.99,27042450
2025-09-24,47.23,48.15,46.17,46.2,24991320
2025-09-25,45.06,47.16,44.2,46.24,24372210
2025-09-26,45.64,45.97,44.4,45.82,22879400
2025-09-29,46.28,47.38,45.94,46.36,25012580
2025-09-30,46.215,48.2,46.1967,47.94,32168460
2025-10-01,47.57,52.48,47.36,52.39,48357220
2025-10-02,52.445,52.93,51.06,52.5,32744410
2025-10-03,52.74,53.51,50.8,51.96,32220400
2025-10-06,54.08,56.1135,53.96,54.62,40241630
2025-10-07,56.26,57.48,53.6,55.07,37885890
2025-10-08,55.27,58.69,54.58,58.68,45151410
2025-10-09,57.63,58.78,57.258,57.98,29801490
2025-10-10,58.24,58.51,52.56,52.86,45087760
2025-10-13,54.805,55.65,54.02,54.75,24588860
2025-10-14,54.13,55.21,52.98,53.11,19789130
2025-10-15,54.5,55.0699,52.86,53.94,16646030
2025-10-16,54.0,56.225,53.27,53.84,24656550
2025-10-17,53.065,53.63,51.62,52.18,20681850
2025-10-20,55.04,56.6,54.6,55.04,45553310
2025-10-21,55.16,55.3499,53.91,54.82,29016460
2025-10-22,54.49,54.53,50.03,52.5,34326250
2025-10-23,51.73,51.84,47.38,47.92,57175670
2025-10-24,48.875,49.64,48.21,48.29,25206610
2025-10-27,49.72,51.625,49.72,51.57,27434470
2025-10-28,51.665,54.03,51.37,52.36,28064410
2025-10-29,53.8,54.08,51.56,52.69,25028520
2025-10-30,51.9,52.32,50.3348,50.37,17736570
2025-10-31,51.39,52.99,50.8,51.96,19822790
2025-11-03,52.87,53.01,50.55,50.75,23811290
2025-11-04,48.625,49.43,46.86,47.4,37973480
2025-11-05,44.975,46.34,42.02,42.03,61413580
2025-11-06,42.5,42.8201,40.3,40.335,32092130
2025-11-07,39.845,40.09,38.135,39.76,32960240
2025-11-10,41.455,41.63,39.9,40.19,26396730
2025-11-11,39.99,39.99,38.58,38.82,21707770
2025-11-12,39.19,39.45,37.5725,37.91,24749670
2025-11-13,37.76,37.8,34.78,35.09,37471530
2025-11-14,34.235,37.35,33.69,36.42,37325150
2025-11-17,35.58,35.82,33.635,34.1,32689530
2025-11-18,34.31,35.78,33.55,34.9,28024910
2025-11-19,34.55,34.9661,33.2,33.73,28892790
2025-11-20,35.53,35.54,31.445,31.56,37801480
2025-11-21,32.14,32.57,31.03,32.19,28321160
2025-11-24,32.39,33.54,31.98,33.32,27885140
2025-11-25,32.16,32.63,31.17,32.48,22199790
2025-11-26,33.19,33.42,32.45,32.83,21642420
2025-11-28,33.33,33.86,32.88,33.85,10755850
2025-12-01,33.37,33.95,32.57,33.41,20952350
2025-12-02,33.59,34.33,32.89,32.92,19434000
2025-12-03,33.0,33.705,32.6698,33.68,16253150
2025-12-04,33.5,34.41,33.08,34.23,17205730
2025-12-05,33.845,34.79,33.45,34.69,19415330
2025-12-08,35.15,35.88,34.7201,35.37,21290280
2025-12-09,35.47,35.5,34.58,35.02,17512950
2025-12-10,34.97,35.1299,34.18,34.9,17615750
2025-12-11,34.15,34.16,32.905,34.02,23178870
2025-12-12,33.745,34.6,32.23,32.33,22435070
2025-12-15,32.8,32.86,31.24,31.37,18470600
2025-12-16,31.3,31.91,30.95,31.66,20835780
2025-12-17,31.49,31.91,29.835,29.84,24797180
2025-12-18,30.705,30.91,29.095,29.37,25658730
2025-12-19,29.59,31.24,29.59,31.11,39854150
